EmpID,FirstName,LastName,Department,JobRole,HireDate,TerminationDate,Salary,Gender,JobSatisfaction,Attrition
11094,Alice,Davis,R&D,Developer,2018-02-23,2020-06-26,145958,Female,4,Yes
11095,Charlie,Wilson,Sales,Manager,2022-01-29,,113898,Male,3,No
11096,Charlie,Brown, saLes ,Developer,2020-12-21,,128569,F,3,No
11097,Bob,Doe,Sales,HR Rep,2020-11-14,,138848,F,1,No
11098,Charlie,Smith,R&D,HR Rep,2018-06-18,,134934,Male,4,No
11099,Jane,Smith,Sales,Developer,2017-10-02,,69600,Female,3,No
11100,Charlie,Brown, HR,Salesperson,2015-04-25,,146110,Male,3,No
11101,Charlie,Brown, saLes ,Salesperson,2019-04-02,,74521,Female,3,No
11102,Eve,Wilson,HR,Manager,2022-12-26,,113217,Male,2,No
11103,Frank,Doe,R&D,Salesperson,2018-10-21,,126778,Male,3,No
11104,Diana,Miller, HR,HR Rep,2021-07-20,,40796,M,3,No
11105,Charlie,Miller, HR,Director,2018-07-17,2020-10-25,,F,1,yes
11106,Alice,Brown, saLes ,Director,2017-03-29,,97272,Male,2,No
11107,John,Johnson, saLes ,Salesperson,03/15/2019,2020-03-05,118052,Female,4,Yes
11108,Charlie,Davis,HR,Manager,2020-03-12,,107183,M,3,No
11109,Frank,Miller,HR,Developer,10/31/2019,,48482,F,2,No
11110,Eve,Davis,R&D,Salesperson,2017-03-20,,148383,M,3,No
11111,John,Smith,R&D,Director,11/12/2022,,57393,Male,3,No
11112,Charlie,Doe,Sales,Director,2021-01-07,,72733,F,2,yes
11113,Alice,Miller, HR,HR Rep,2015-10-05,,68784,Male,1,No
11114,Alice,Brown, saLes ,Director,2016-04-07,,94059,M,1,No
11115,Frank,Johnson,HR,Analyst,2016-03-13,,132337,F,3,No
11116,Alice,Johnson, HR,HR Rep,2022-09-07,,87870,Female,3,No
11117,Diana,Wilson,Sales,HR Rep,2022-10-22,,60557,M,4,No
11118,Eve,Miller,Sales,Developer,2019-11-27,,149651,F,3,No
11119,Charlie,Brown,R&D,HR Rep,2021-05-14,,52305,M,3,No
11120,Diana,Smith, saLes ,Salesperson,2021-09-05,,106233,F,4,No
11121,Alice,Brown,Sales,Manager,2018-12-21,,44640,Male,1,No
11122,Bob,Doe,HR,Salesperson,04/11/2020,,,Male,3,No
11123,Bob,Brown,R&D,Analyst,2018-03-17,,134491,M,2,No
11124,John,Doe,R&D,Salesperson,2021-10-04,,64386,F,1,No
11125,Jane,Smith,R&D,Analyst,2015-10-11,,78923,Male,3,No
11126,Alice,Wilson, HR,Analyst,2019-01-28,,116819,Female,3,No
11127,Bob,Johnson,R&D,HR Rep,2022-11-11,2023-12-11,123513,M,3,Yes
11128,Jane,Doe,R&D,Analyst,2019-03-07,,45054,Female,4,No
11129,Jane,Brown,R&D,Director,2018-12-14,2022-05-31,142982,M,3,Yes
11130,Charlie,Doe, saLes ,HR Rep,2017-01-15,2019-02-25,58322,Male,2,Yes
11131,Bob,Johnson, HR,Analyst,2018-09-25,,145921,Male,3,No
11132,Eve,Doe, saLes ,Manager,2019-11-22,,48561,Female,4,No
11133,Eve,Smith,R&D,Developer,2021-06-09,,140100,Male,3,No
11134,Charlie,Johnson, HR,Director,01/06/2023,,79300,F,2,No
11135,Jane,Smith, HR,Manager,2019-11-15,,119528,Male,3,No
11136,Diana,Brown,R&D,Analyst,2018-02-08,,120059,M,3,yes
11137,Jane,Brown,R&D,Developer,2015-03-29,,137993,M,1,No
11138,John,Brown, saLes ,Director,2021-08-13,,145658,F,1,No
11139,John,Miller,R&D,Developer,2022-02-15,,139742,Female,4,No
11140,Frank,Johnson,Sales,Salesperson,2019-04-07,,106361,M,2,No
11141,John,Johnson, saLes ,Salesperson,2018-09-07,,119642,M,1,No
11142,Diana,Miller, saLes ,Director,2016-02-10,2020-02-27,76429,F,2,Yes
11143,John,Smith,Sales,Analyst,2017-12-12,,55058,M,1,No
11144,Diana,Johnson, HR,Salesperson,2017-04-05,2021-02-01,69588,Female,1,Yes
11145,Diana,Wilson, HR,Developer,2015-11-30,,44908,M,3,No
11146,John,Miller,R&D,Analyst,2019-04-18,2023-05-13,119657,Female,3,Yes
11147,Jane,Miller,HR,Manager,2015-11-30,,48031,M,1,No
11148,John,Doe,R&D,HR Rep,2017-03-02,,41290,Female,3,No
11149,Eve,Miller,R&D,Analyst,2022-08-03,,42340,Female,2,No
11150,Frank,Wilson, HR,Analyst,09/12/2021,,46974,Female,2,No
11151,Alice,Miller,R&D,Manager,2022-09-19,2024-02-18,66872,Male,4,Yes
11152,Eve,Davis,R&D,Analyst,2021-07-22,,76364,Female,2,yes
11153,Charlie,Miller,HR,Manager,2018-06-11,2021-02-26,72377,M,4,Yes
11154,Eve,Doe, saLes ,Salesperson,2015-05-28,,136358,Male,2,No
11155,Bob,Miller,HR,Manager,08/19/2022,,86886,M,2,No
11156,Frank,Brown,R&D,Developer,12/30/2022,,149632,M,2,No
11157,Eve,Johnson, HR,HR Rep,2016-04-17,,147186,M,2,No
11158,Eve,Johnson,Sales,Salesperson,2016-10-19,,135117,M,3,No
11159,John,Brown, saLes ,Salesperson,2019-02-08,,91606,F,1,No
11160,Charlie,Johnson,R&D,Manager,2016-10-12,,69083,M,2,No
11161,Eve,Smith,HR,Developer,2015-04-23,,68632,M,4,No
11162,Bob,Johnson,R&D,Analyst,2019-10-14,,124408,Female,1,No
11163,Charlie,Doe, saLes ,Salesperson,11/26/2021,,85844,F,3,No
11164,John,Doe, HR,Director,2016-10-22,2019-08-06,62425,F,2,Yes
11165,Charlie,Wilson, saLes ,Director,2023-03-08,,145927,F,2,No
11166,Eve,Doe,R&D,Manager,2020-02-02,,,F,1,No
11167,Alice,Miller, HR,Director,2019-10-21,,113018,F,2,No
11168,Diana,Wilson,R&D,Analyst,2019-12-29,,137974,M,4,No
11169,Bob,Smith, saLes ,Manager,2015-09-25,,119828,M,3,yes
11170,John,Smith,Sales,Salesperson,2018-07-31,,121246,Male,2,No
11171,Eve,Davis,Sales,Analyst,2015-07-06,,94345,M,2,No
11172,John,Brown, HR,Analyst,2015-08-16,,63698,M,2,No
11173,Diana,Doe, saLes ,Director,2021-03-18,,97514,M,1,yes
11174,Diana,Johnson,HR,Developer,2015-04-07,,97611,Female,3,No
11175,Eve,Smith,R&D,HR Rep,2019-05-16,,72261,Male,3,No
11176,Frank,Johnson,R&D,Developer,2018-04-10,,121749,F,4,No
11177,Eve,Johnson, saLes ,HR Rep,2017-10-24,,84440,F,1,No
11178,Eve,Johnson,R&D,Analyst,2015-07-17,,117858,F,2,yes
11179,Jane,Wilson,Sales,Director,2022-02-02,,57032,Female,4,No
11180,Diana,Miller, saLes ,HR Rep,2015-12-24,,76817,F,2,No
11181,John,Brown,HR,Salesperson,01/05/2022,,119614,Male,3,yes
11182,Alice,Wilson, HR,Analyst,2018-04-21,,64054,Female,4,No
11183,Jane,Smith,R&D,Developer,2019-09-19,,64160,Male,4,No
11184,Diana,Wilson,R&D,Salesperson,2015-04-22,,47145,M,2,No
11185,Bob,Johnson, saLes ,Manager,2015-09-13,,49539,Male,2,No
11186,Bob,Johnson,R&D,HR Rep,03/15/2021,2024-03-15,43914,F,3,Yes
11187,Frank,Miller,HR,Developer,2020-07-09,,140581,F,3,No
11188,Diana,Johnson,HR,Analyst,2019-07-18,2020-09-01,54921,F,2,Yes
11189,Jane,Doe,Sales,HR Rep,2015-12-12,,77250,F,2,No
11190,Eve,Wilson,HR,HR Rep,2016-05-22,,59862,Male,3,No
11191,Alice,Doe, HR,Developer,2019-02-19,,92285,F,3,No
11192,Charlie,Wilson,HR,Salesperson,04/22/2015,,,F,4,No
11193,John,Miller,R&D,Director,2015-03-10,,50455,M,2,No
11194,Bob,Brown,Sales,Developer,2018-12-23,,131923,M,1,No
11195,Eve,Wilson,R&D,HR Rep,2021-02-09,,,Male,1,No
11196,Eve,Wilson,R&D,Manager,2020-02-09,,101773,M,1,No
11197,Alice,Miller, saLes ,Developer,2018-11-16,,89566,F,1,No
11198,Eve,Wilson, HR,Director,2020-05-30,,105880,F,2,No
11199,John,Davis,R&D,HR Rep,2022-12-19,,96810,Female,2,No
11200,John,Miller,R&D,Director,2018-01-30,,113951,F,1,No
11201,Diana,Johnson, saLes ,Manager,2018-01-19,,95126,M,1,No
11202,Diana,Wilson,Sales,Developer,2015-10-24,,,F,4,No
11203,Eve,Johnson,R&D,Salesperson,2016-01-07,2016-08-10,44157,Female,1,Yes
11204,Charlie,Brown,R&D,Salesperson,2019-11-28,,148658,Male,4,No
11205,Alice,Davis,R&D,Director,2019-04-03,,80922,Male,1,No
11206,Charlie,Wilson,HR,Developer,2022-03-30,,121856,Male,1,No
11207,Eve,Brown,R&D,Analyst,2015-09-23,,105384,M,1,No
11208,John,Doe,HR,HR Rep,2018-02-06,,107780,F,1,No
11209,Diana,Wilson, saLes ,HR Rep,2022-12-21,,48376,M,1,No
11210,John,Miller, HR,Director,2019-07-21,,,F,1,No
11211,Alice,Wilson, HR,Developer,2017-05-14,2020-11-27,126821,F,4,yes
11212,Bob,Johnson,R&D,Developer,2015-07-24,,,Male,1,No
11213,Bob,Johnson,Sales,Analyst,2020-07-30,,94584,Female,4,No
11214,Bob,Smith, saLes ,Salesperson,2022-01-26,,45084,F,3,No
11215,Alice,Johnson, saLes ,Director,2017-06-16,,123895,Male,2,No
11216,Alice,Miller,Sales,Salesperson,2022-09-22,,48831,Male,4,No
11217,Alice,Brown,R&D,Director,2020-05-29,,74548,M,1,No
11218,Frank,Miller,HR,Director,2022-08-25,,94411,Male,1,yes
11219,John,Johnson,R&D,Manager,2021-05-06,,103208,M,3,No
11220,Charlie,Brown,R&D,Salesperson,2021-11-14,,127100,F,3,No
11221,Charlie,Johnson,R&D,Manager,2015-12-18,,134215,Female,4,No
11222,Charlie,Davis,Sales,Developer,2020-07-07,,73653,Female,2,No
11223,Eve,Miller,Sales,HR Rep,2016-09-24,,83858,M,2,No
11224,Eve,Wilson,HR,Salesperson,2017-11-04,,84799,M,4,No
11225,Diana,Doe,HR,Analyst,2021-03-25,,142166,Male,2,No
11226,Eve,Miller,HR,Director,2015-10-19,,110679,F,2,No
11227,Eve,Wilson, HR,Director,2017-10-26,,47165,Female,1,No
11228,Frank,Miller,Sales,Director,2021-10-21,,115429,M,4,No
11229,John,Brown,HR,Director,2020-09-13,2023-04-09,131748,Male,1,Yes
11230,John,Johnson, HR,HR Rep,2020-11-12,,,F,1,No
11231,Charlie,Davis,HR,HR Rep,2016-03-05,,113882,M,4,No
11232,Jane,Johnson,Sales,HR Rep,2016-05-16,,132927,Female,2,No
11233,Alice,Smith,R&D,Developer,2019-12-13,,56809,F,2,No
11234,Charlie,Wilson,Sales,Analyst,2016-04-21,,43765,M,3,No
11235,Diana,Johnson,R&D,Director,04/16/2020,2021-12-20,42144,Male,3,Yes
11236,Eve,Johnson, HR,Salesperson,2021-08-02,2023-08-06,93651,Female,4,Yes
11237,Charlie,Miller,Sales,Developer,2015-10-03,,57250,F,4,No
11238,Bob,Doe, saLes ,Director,2018-04-07,,88071,Male,3,No
11239,Charlie,Doe,R&D,HR Rep,2021-09-19,,145921,F,3,No
11240,Charlie,Miller,R&D,Developer,07/29/2021,,131579,Male,4,No
11241,Alice,Wilson, saLes ,HR Rep,2019-12-09,2023-05-10,83558,F,3,Yes
11242,Diana,Doe, saLes ,Developer,2020-06-10,,47798,Male,2,No
11243,Alice,Doe,R&D,Salesperson,2018-08-10,,131091,F,4,No
11244,Charlie,Wilson,R&D,Director,2022-08-25,,129633,F,3,No
11245,Diana,Brown,Sales,Analyst,2020-09-21,,111446,Male,3,No
11246,Jane,Wilson,R&D,Developer,2017-07-14,2020-09-28,61822,M,1,Yes
11247,Frank,Miller, HR,HR Rep,01/07/2020,,92453,Female,2,No
11248,Eve,Johnson,R&D,HR Rep,2018-02-09,,66715,Male,4,No
11249,Jane,Doe,HR,HR Rep,2020-12-09,2021-06-24,68264,Male,4,Yes
11250,Frank,Davis,Sales,Director,2021-03-23,,54738,M,4,No
11251,Charlie,Smith, HR,HR Rep,2021-08-11,,122634,M,2,yes
11252,Eve,Johnson,R&D,Developer,2017-09-01,,137413,M,2,No
11253,Frank,Johnson, HR,Analyst,2016-12-07,,136145,F,3,No
11254,Diana,Wilson,Sales,Developer,2017-01-12,2017-09-09,50373,F,2,Yes
11255,Eve,Smith, saLes ,Developer,2021-10-16,,91152,Female,2,No
11256,Eve,Wilson,HR,Manager,2020-08-29,,76177,Male,4,No
11257,Bob,Brown,R&D,Analyst,2017-04-15,,61871,Male,1,No
11258,John,Wilson,R&D,Director,2015-11-16,,72771,Male,4,No
11259,Jane,Doe,R&D,HR Rep,2017-04-14,,102258,M,4,No
11260,Diana,Smith,R&D,Manager,2020-03-08,,47010,F,1,No
11261,John,Brown, saLes ,Analyst,2022-12-23,,111342,Male,1,No
11262,Eve,Doe, saLes ,Manager,2015-10-05,,125064,M,1,yes
11263,Charlie,Johnson,Sales,HR Rep,2020-06-19,,79134,Male,3,No
11264,John,Doe,R&D,Salesperson,2015-12-15,,134926,Male,1,No
11265,Bob,Smith,Sales,Manager,2021-06-27,,142132,Male,4,No
11266,Bob,Doe,R&D,Developer,2019-12-15,,103666,Female,1,No
11267,Charlie,Wilson,Sales,Developer,11/13/2019,,52718,F,2,No
11268,Alice,Doe, saLes ,Developer,2019-02-04,,131315,Female,1,No
11269,Jane,Doe,R&D,Developer,07/27/2015,,110122,Female,3,No
11270,Eve,Davis, HR,Manager,2015-11-28,,70612,Female,4,No
11271,Frank,Johnson,R&D,HR Rep,2016-11-13,,,Female,1,No
11272,Alice,Wilson,R&D,Analyst,2019-09-24,,63881,Male,2,No
11273,Frank,Miller,Sales,Manager,2019-06-21,,,M,2,No
11274,Bob,Brown, saLes ,Analyst,2020-01-25,2023-06-11,71199,M,2,Yes
11275,Alice,Wilson, saLes ,Salesperson,2022-07-05,,99809,Female,3,No
11276,Frank,Brown, saLes ,Developer,2019-04-30,2022-02-04,86777,M,3,Yes
11277,Eve,Johnson,Sales,HR Rep,08/09/2020,,130801,Male,1,No
11278,John,Wilson,Sales,Director,06/12/2022,,132354,Male,3,No
11279,Bob,Wilson,R&D,Manager,05/21/2017,,114376,F,2,No
11280,Alice,Smith,R&D,Director,2016-07-04,,120935,M,3,No
11281,Diana,Davis,R&D,Developer,2015-12-05,,118539,F,2,No
11282,John,Wilson,R&D,Analyst,2015-10-17,,128907,Male,3,No
11283,Charlie,Miller,R&D,Developer,2019-05-16,,98679,F,2,No
11284,Bob,Smith,HR,Developer,2015-10-19,,76917,Female,4,No
11285,Frank,Brown,Sales,HR Rep,08/07/2021,,92867,M,3,No
11286,Charlie,Doe,R&D,Manager,2021-11-30,,,Male,4,No
11287,Bob,Smith,R&D,Developer,2019-08-06,,91146,Female,2,No
11288,Charlie,Brown,Sales,HR Rep,2015-09-03,,106962,Female,4,No
11289,John,Brown,Sales,HR Rep,2019-11-09,,147818,F,2,No
11290,Eve,Davis,HR,Salesperson,2016-07-16,,54475,Male,3,No
11291,Frank,Doe,HR,Director,2016-07-14,,139709,Male,1,No
11292,Bob,Brown, saLes ,Manager,2020-05-23,,122281,F,1,No
11293,John,Miller,Sales,Developer,2017-03-07,,104799,Male,4,No
11294,Bob,Brown,HR,Salesperson,2017-07-31,,53465,Male,1,No
11295,Charlie,Smith,R&D,Manager,2017-12-17,,142778,F,3,No
11296,Eve,Davis,Sales,HR Rep,2022-06-21,,,Male,3,No
11297,Alice,Johnson, saLes ,Manager,2019-03-17,,,Female,3,No
11298,Alice,Doe,R&D,Director,2020-05-31,2023-06-10,99030,Male,2,Yes
11299,Charlie,Doe,R&D,Salesperson,2020-02-15,,142921,Female,3,No
11300,Alice,Smith,HR,HR Rep,03/03/2023,,125866,Male,4,No
11301,John,Miller,Sales,Analyst,2019-10-01,,116269,F,3,No
11302,Jane,Wilson,R&D,Salesperson,2018-04-29,,80272,Male,4,No
11303,John,Miller, saLes ,Analyst,2017-03-27,,77203,Female,2,No
11304,Eve,Doe,R&D,Manager,2017-10-16,,46555,M,3,No
11305,Bob,Miller, HR,HR Rep,10/14/2018,,89522,M,2,yes
11306,Jane,Miller,R&D,Director,2022-10-07,,89744,Male,3,No
11307,Charlie,Brown, saLes ,Salesperson,2016-03-23,,88189,M,4,No
11308,Bob,Doe, saLes ,Director,2017-03-09,,43843,Female,4,No
11309,Eve,Wilson,R&D,Director,2019-11-03,2020-06-25,109792,F,1,Yes
11310,Jane,Miller, saLes ,Analyst,2021-12-11,,120878,Male,4,No
11311,Alice,Brown,HR,Analyst,2020-05-29,,146361,Female,3,No
11312,Jane,Johnson, saLes ,Analyst,2016-03-10,2017-06-11,90380,Female,1,Yes
11313,Eve,Miller,Sales,Director,09/13/2019,,60463,Male,1,No
11314,Jane,Davis,Sales,Developer,2015-11-06,,53604,Female,4,No
11315,Charlie,Brown,R&D,Manager,2016-08-22,,78048,M,3,No
11316,Eve,Davis, saLes ,Salesperson,2022-06-24,,99775,Male,1,No
11317,Alice,Miller,Sales,Director,04/23/2019,,55693,F,2,No
11318,Frank,Johnson, HR,HR Rep,10/22/2019,,145362,Female,3,No
11319,Charlie,Miller, HR,Director,2020-09-22,,132773,Male,4,No
11320,Alice,Doe,R&D,Director,2021-11-16,,53615,Male,3,No
11321,Charlie,Brown, saLes ,Salesperson,2019-03-07,,102718,M,2,No
11322,Alice,Brown,HR,Developer,2019-09-23,,122228,Female,2,No
11323,Diana,Johnson,HR,Director,2020-10-30,,116715,M,2,No
11324,Jane,Smith,R&D,HR Rep,2015-01-28,,67574,M,3,No
11325,Diana,Wilson, saLes ,Analyst,02/14/2018,,43816,M,4,No
11326,Jane,Wilson,R&D,Salesperson,2017-11-25,,113161,M,4,No
11327,Charlie,Brown, HR,Developer,2017-11-25,,84575,M,1,No
11328,Jane,Smith,Sales,Manager,2021-02-25,2023-11-02,146050,M,4,Yes
11329,Eve,Johnson,Sales,Analyst,2015-07-07,,104322,Female,1,No
11330,John,Davis, saLes ,Developer,2020-04-09,,96055,M,3,No
11331,Diana,Miller,Sales,Developer,2021-07-19,,146291,Male,4,No
11332,Jane,Wilson,R&D,Manager,2016-07-23,2018-09-01,108280,Female,2,Yes
11333,Charlie,Davis, saLes ,Manager,2020-09-20,,70946,Male,3,No
11334,Charlie,Wilson,HR,Analyst,2021-06-01,2023-12-09,146770,Female,1,Yes
11335,Alice,Brown, saLes ,Analyst,2021-12-18,,110019,F,2,No
11336,Diana,Wilson, saLes ,Analyst,2020-10-27,,106733,Female,3,No
11337,Eve,Johnson,Sales,Developer,2015-10-01,,75461,M,4,No
11338,Eve,Doe,R&D,Manager,01/03/2017,,103218,Female,4,No
11339,Charlie,Johnson,Sales,Analyst,2018-04-25,2020-12-14,97627,Female,2,Yes
11340,Frank,Johnson,Sales,Manager,2015-11-11,,113999,Male,1,No
11341,Jane,Brown,Sales,HR Rep,2020-02-11,,79372,M,1,No
11342,John,Davis,R&D,Manager,2020-05-13,,148091,Female,2,No
11343,Frank,Smith, HR,HR Rep,10/09/2020,,136042,F,2,No
11344,Charlie,Davis,R&D,HR Rep,2017-03-04,,121452,Female,1,No
11345,Frank,Davis, saLes ,Director,2019-11-23,,91995,F,4,No
11346,Bob,Davis, saLes ,Developer,2018-12-09,,94370,F,3,No
11347,Diana,Miller,HR,Salesperson,07/13/2015,,41414,Male,4,No
11348,Alice,Wilson,R&D,Salesperson,2020-11-28,,112090,Male,2,No
11349,John,Doe,R&D,Salesperson,2016-08-20,,,F,1,No
11350,John,Miller, saLes ,Manager,2015-02-15,,116033,M,4,No
11351,Eve,Davis,R&D,HR Rep,2021-08-18,,131218,F,3,No
11352,Diana,Brown,R&D,Salesperson,2018-10-26,,112785,Female,2,No
11353,Jane,Miller,Sales,Developer,2020-05-22,,77008,M,4,No
11354,Jane,Doe,HR,Analyst,2018-01-15,,77790,F,2,No
11355,Bob,Miller, saLes ,Manager,2016-05-27,,96905,Female,3,yes
11356,Eve,Miller,R&D,Developer,2019-07-13,2020-10-23,142131,F,1,Yes
11357,Diana,Davis,HR,Director,2017-11-16,,59661,Male,4,No
11358,Eve,Johnson,R&D,HR Rep,2019-08-21,,44343,M,1,No
11359,Bob,Davis,R&D,Director,2018-12-23,,97602,F,3,No
11360,Frank,Doe,Sales,HR Rep,2022-09-02,,112239,Male,4,No
11361,Frank,Miller, HR,Manager,2016-11-12,,109681,F,3,No
11362,Frank,Brown,HR,Developer,2023-03-12,,79456,Female,4,No
11363,Frank,Brown,HR,HR Rep,2015-03-11,,60488,M,1,No
11364,Charlie,Doe,HR,HR Rep,2021-01-14,,80495,Male,4,No
11365,Jane,Davis,HR,Director,2016-03-06,,145425,Male,1,No
11366,Jane,Smith,R&D,Developer,2017-02-08,,95129,Female,4,No
11367,Eve,Brown, HR,Analyst,2018-10-08,,51088,Female,3,No
11368,Diana,Miller, HR,Salesperson,2015-05-21,2017-10-31,135916,F,4,Yes
11369,John,Johnson,Sales,Salesperson,2022-09-23,2024-12-31,40325,M,4,Yes
11370,Diana,Miller,R&D,Salesperson,2022-04-07,,73074,F,3,No
11371,Bob,Davis,Sales,HR Rep,2015-02-24,,134984,Male,4,No
11372,Eve,Smith, HR,HR Rep,2018-03-16,,101902,F,1,No
11373,Bob,Brown,R&D,Developer,2020-03-25,,125475,Female,1,No
11374,Diana,Doe,Sales,Developer,2018-10-13,2022-01-20,145984,M,4,Yes
11375,Diana,Smith, HR,Director,2019-07-30,,101909,Male,3,No
11376,Diana,Brown, HR,HR Rep,2022-09-22,2025-06-15,47224,Male,2,Yes
11377,Eve,Davis,HR,Salesperson,2018-05-08,,79691,Female,4,No
11378,Diana,Johnson,R&D,Director,2019-07-07,,149462,F,2,No
11379,Diana,Miller, HR,Analyst,2017-11-22,,133685,F,2,No
11380,Frank,Wilson,R&D,Director,2021-04-14,,70122,F,3,No
11381,Charlie,Smith,R&D,Manager,2023-03-02,,141325,F,4,No
11382,Bob,Johnson, saLes ,Manager,10/30/2015,,,Male,4,No
11383,Diana,Wilson,R&D,Developer,2019-04-01,,112790,Male,3,No
11384,John,Brown, saLes ,Salesperson,2018-08-05,,78806,M,3,No
11385,Diana,Miller, saLes ,HR Rep,2020-02-22,,85607,Male,2,No
11386,Jane,Brown, HR,Salesperson,2016-01-07,,87183,M,4,No
11387,Eve,Johnson,HR,HR Rep,2015-11-25,,97442,Female,3,No
11388,John,Smith,HR,Director,2016-01-25,,53315,M,2,No
11389,Alice,Wilson,R&D,Salesperson,2022-01-31,2025-10-09,88283,Female,4,yes
11390,Frank,Doe, saLes ,Manager,2022-08-05,,92730,Male,3,No
11391,Bob,Brown, saLes ,Developer,2022-11-28,,78695,F,2,No
11392,Bob,Miller, HR,HR Rep,2016-06-16,,73470,M,4,No
11393,Frank,Smith, HR,Developer,2017-10-19,,69785,M,4,No
11394,Jane,Davis,Sales,HR Rep,2019-08-05,,128119,F,3,No
11395,Charlie,Smith,R&D,Salesperson,2020-01-28,,84865,M,1,No
11396,Alice,Miller,R&D,Director,2022-12-21,,55520,F,2,No
11397,Alice,Doe,HR,HR Rep,2015-12-19,,64518,F,3,No
11398,John,Smith,R&D,HR Rep,2019-07-17,,63564,F,2,yes
11399,Charlie,Wilson,R&D,Salesperson,2020-04-05,2021-05-29,109552,Female,2,Yes
11400,Diana,Davis,HR,Analyst,2015-07-25,,59668,Male,4,No
11401,Eve,Smith,R&D,Salesperson,2022-07-12,,120553,F,1,No
11402,Charlie,Miller, HR,Manager,2021-06-21,,,Male,1,No
11403,Frank,Smith,R&D,Manager,01/28/2016,2018-06-19,146903,M,3,Yes
11404,John,Davis,HR,Developer,2019-12-27,,122224,Female,2,No
11405,Diana,Wilson,R&D,HR Rep,2022-03-27,,,F,4,No
11406,Eve,Johnson,HR,Analyst,2016-11-15,,89167,F,1,No
11407,Diana,Brown, HR,Director,2017-04-18,,146660,M,4,No
11408,Jane,Johnson,Sales,Manager,2018-02-09,,116600,M,3,No
11409,Bob,Smith,R&D,Salesperson,2016-01-17,,51722,Female,1,No
11410,Jane,Smith,R&D,Developer,2022-03-25,,100314,F,1,No
11411,Bob,Johnson,R&D,Salesperson,2021-11-06,,110511,Male,3,No
11412,Alice,Johnson, HR,HR Rep,2021-12-27,,,F,4,No
11413,Bob,Doe, saLes ,Developer,2015-06-07,2016-02-05,116598,Female,1,Yes
11414,Alice,Smith,R&D,HR Rep,2018-11-28,,109404,Female,2,No
11415,Diana,Wilson, saLes ,Analyst,2018-08-16,2022-01-06,76805,Female,1,Yes
11416,Charlie,Doe,Sales,Salesperson,2022-01-03,,53096,M,3,No
11417,John,Wilson, HR,Salesperson,2017-02-06,,137653,Male,3,No
11418,Diana,Brown,R&D,Developer,2017-02-19,,62530,M,3,No
11419,Jane,Wilson, HR,Director,2018-08-04,,128862,Male,2,No
11420,Frank,Wilson,R&D,Developer,2023-01-07,2026-05-22,123971,M,1,Yes
11421,John,Doe,R&D,Developer,2016-10-24,,80731,Female,1,yes
11422,Bob,Doe,R&D,Developer,2016-05-20,,,Female,3,yes
11423,John,Davis, saLes ,Director,2016-03-01,,147788,F,1,No
11424,Jane,Smith,HR,Developer,2019-05-12,,57059,F,1,No
11425,Eve,Miller,R&D,Director,2020-12-19,,47683,F,2,No
11426,Eve,Davis,HR,Analyst,04/04/2022,,140406,Male,1,No
11427,Diana,Miller,HR,Developer,2021-05-22,,60018,F,1,yes
11428,Eve,Doe,HR,Salesperson,2022-11-06,,,M,2,No
11429,Diana,Smith,R&D,Developer,2019-09-23,2020-09-09,67878,F,1,Yes
11430,Charlie,Wilson,HR,Developer,2019-07-27,,61265,M,1,No
11431,Eve,Doe,R&D,Developer,2017-04-03,,74386,Male,3,No
11432,Diana,Wilson,R&D,Analyst,2023-01-27,,74464,Female,1,No
11433,Diana,Davis,R&D,Analyst,2017-12-29,,108491,M,1,yes
11434,Eve,Johnson, saLes ,HR Rep,2015-02-27,,122694,Male,3,No
11435,Frank,Brown,Sales,Manager,2022-06-16,,46621,F,3,No
11436,Frank,Davis,R&D,Salesperson,2022-10-12,,78727,Female,3,No
11437,Diana,Smith, HR,Salesperson,2016-03-26,,44037,Female,3,No
11438,Charlie,Smith,HR,Developer,2019-09-13,2022-09-26,59672,Female,3,Yes
11439,Frank,Davis, HR,Director,2023-01-04,,127103,M,4,No
11440,Charlie,Brown,Sales,Manager,2023-03-06,2024-05-01,100079,Female,4,Yes
11441,Bob,Davis,HR,Director,2017-05-30,,112004,Female,2,No
11442,Alice,Doe, HR,Manager,2019-04-24,,112627,Male,3,No
11443,Bob,Doe, saLes ,Analyst,2018-06-22,,90515,M,2,No
11444,Jane,Smith,HR,HR Rep,2016-01-01,,141562,M,1,No
11445,Bob,Wilson,HR,Analyst,10/13/2019,,83262,M,3,No
11446,John,Wilson,R&D,Manager,2021-12-11,,143342,Female,4,No
11447,Jane,Wilson, HR,Manager,09/03/2019,,96470,F,1,No
11448,Frank,Davis, HR,Salesperson,2018-09-05,,117158,Male,3,No
11449,Jane,Smith, saLes ,HR Rep,2020-03-14,,77456,M,1,No
11450,Bob,Johnson,R&D,Analyst,2022-08-05,,143897,F,1,No
11451,John,Davis, HR,Developer,2015-08-19,2019-03-30,83486,M,4,Yes
11452,John,Wilson,R&D,HR Rep,2018-11-06,2021-06-12,85171,Female,4,Yes
11453,Diana,Brown, HR,HR Rep,2020-11-26,,40514,F,2,No
11454,John,Miller,R&D,Manager,2023-03-09,,76016,Female,4,No
11455,Jane,Johnson,R&D,Salesperson,2016-11-14,,132718,Female,3,yes
11456,Jane,Davis,R&D,Director,2015-10-05,,57996,F,2,No
11457,Diana,Brown, HR,HR Rep,2015-04-18,,,Male,3,No
